provinceName,areaName,varietyName,minimumPrice,middlePrice,highestPrice,meteringUnit
云南省,昆明市,养殖鲶鱼,19.0,19.0,19.0,元/公斤
云南省,昆明市,冬瓜,2.0,2.25,3.0,元/公斤
云南省,昆明市,南瓜,2.8,2.75,3.2,元/公斤
云南省,昆明市,土豆,2.0,2.45,2.8,元/公斤
云南省,昆明市,大白菜,3.0,2.25,4.0,元/公斤
云南省,昆明市,大葱,4.0,4.0,5.0,元/公斤
云南省,昆明市,大蒜,11.0,11.5,13.0,元/公斤
云南省,昆明市,小白菜,2.0,2.35,3.0,元/公斤
云南省,昆明市,小葱,,2.5,,元/公斤
云南省,昆明市,尖椒,6.0,5.5,8.0,元/公斤
云南省,昆明市,山药,7.0,6.75,8.0,元/公斤
云南省,昆明市,慈菇,,9.0,,元/公斤
云南省,昆明市,折耳根(鱼腥草),8.0,7.5,10.0,元/公斤
云南省,昆明市,木耳,,8.0,,元/公斤
云南省,昆明市,条形辣椒干（小米椒）,,8.0,,元/公斤
云南省,昆明市,毛豆,12.0,9.0,14.0,元/公斤
云南省,昆明市,油菜,4.0,4.5,5.0,元/公斤
云南省,昆明市,油麦菜,3.0,3.775,4.5,元/公斤
云南省,昆明市,泥鳅,23.0,23.0,23.0,元/公斤
云南省,昆明市,洋白菜,2.0,2.6,3.2,元/公斤
云南省,昆明市,活草鱼,18.0,18.25,18.5,元/公斤
云南省,昆明市,活鲤鱼,15.5,15.75,16.0,元/公斤
云南省,昆明市,活鲫鱼,20.0,20.25,20.5,元/公斤
云南省,昆明市,淡水鲈鱼,48.0,48.0,48.0,元/公斤
云南省,昆明市,牛肉,65.0,66.5,68.0,元/公斤
云南省,昆明市,猪肉(白条猪),19.0,20.0,21.0,元/公斤
云南省,昆明市,玉米棒,4.0,4.5,5.0,元/公斤
云南省,昆明市,生姜,10.0,9.0,11.0,元/公斤
云南省,昆明市,生菜,2.0,3.125,4.5,元/公斤
云南省,昆明市,白萝卜,1.5,1.475,2.0,元/公斤
云南省,昆明市,白鲢活鱼,9.0,9.5,10.0,元/公斤
云南省,昆明市,空心菜,3.0,3.5,5.0,元/公斤
云南省,昆明市,红萝卜,2.0,2.0,3.0,元/公斤
云南省,昆明市,绿豆芽,,2.5,,元/公斤
云南省,昆明市,罗非鱼,13.0,13.0,13.0,元/公斤
云南省,昆明市,羊肉,60.0,62.0,64.0,元/公斤
云南省,昆明市,胡萝卜,2.2,2.55,3.0,元/公斤
云南省,昆明市,芋头,8.0,7.5,10.0,元/公斤
云南省,昆明市,芥菜,,3.6,,元/公斤
云南省,昆明市,花鲢活鱼,18.0,18.0,18.0,元/公斤
云南省,昆明市,芹菜,4.0,3.65,5.0,元/公斤
云南省,昆明市,苦瓜,5.0,4.75,7.0,元/公斤
云南省,昆明市,茄子,4.0,3.65,6.0,元/公斤
云南省,昆明市,茭白,10.0,12.5,15.0,元/公斤
云南省,昆明市,茴香,4.0,4.625,5.5,元/公斤
云南省,昆明市,茼蒿,,4.5,,元/公斤
云南省,昆明市,荷兰豆,9.0,10.0,11.0,元/公斤
云南省,昆明市,莲藕,7.0,6.75,9.0,元/公斤
云南省,昆明市,莴笋,,2.5,,元/公斤
云南省,昆明市,菠菜,4.0,8.0,6.0,元/公斤
云南省,昆明市,蒜苗,,4.0,,元/公斤
云南省,昆明市,蒜薹,8.0,10.5,12.0,元/公斤
云南省,昆明市,西兰花,4.0,4.225,5.5,元/公斤
云南省,昆明市,西洋芹,3.0,3.5,4.0,元/公斤
云南省,昆明市,西瓜,2.0,3.0,4.0,元/公斤
云南省,昆明市,西红柿,4.0,4.15,5.0,元/公斤
云南省,昆明市,西葫芦,3.0,2.9,4.0,元/公斤
云南省,昆明市,豆角,4.0,5.0,6.0,元/公斤
云南省,昆明市,豇豆,4.0,5.125,5.5,元/公斤
云南省,昆明市,豌豆尖,10.0,10.25,12.0,元/公斤
云南省,昆明市,青椒,6.0,4.75,8.0,元/公斤
云南省,昆明市,青鱼,22.0,22.0,22.0,元/公斤
云南省,昆明市,韭菜,3.0,3.375,4.5,元/公斤
云南省,昆明市,韭菜花,5.0,5.75,8.0,元/公斤
云南省,昆明市,韭黄,5.0,7.375,7.5,元/公斤
云南省,昆明市,香菇,,12.0,,元/公斤
云南省,昆明市,香菜,5.0,7.75,6.0,元/公斤
云南省,昆明市,香蕉,4.0,4.5,5.0,元/公斤
云南省,昆明市,鲜食玉米,,3.5,,元/公斤
云南省,昆明市,鲟鱼,34.0,34.0,34.0,元/公斤
云南省,昆明市,鳝鱼,75.0,75.0,75.0,元/公斤
云南省,昆明市,黄瓜,4.0,4.25,5.0,元/公斤
云南省,昆明市,黄豆芽,2.0,2.75,3.5,元/公斤
云南省,昆明市,黑鱼,26.0,26.0,26.0,元/公斤
云南省,曲靖市,冬瓜,,5.0,,元/公斤
云南省,曲靖市,南瓜,,5.0,,元/公斤
云南省,曲靖市,土豆,,3.0,,元/公斤
云南省,曲靖市,大白菜,,5.0,,元/公斤
云南省,曲靖市,大葱,,5.0,,元/公斤
云南省,曲靖市,山药,,13.0,,元/公斤
云南省,曲靖市,油菜,,6.0,,元/公斤
云南省,曲靖市,生姜,,15.0,,元/公斤
云南省,曲靖市,生菜,,7.0,,元/公斤
云南省,曲靖市,白条鸡,,23.0,,元/公斤
云南省,曲靖市,白萝卜,,2.5,,元/公斤
云南省,曲靖市,胡萝卜,,5.0,,元/公斤
云南省,曲靖市,芹菜,,8.0,,元/公斤
云南省,曲靖市,苦瓜,,9.0,,元/公斤
云南省,曲靖市,茄子,,6.0,,元/公斤
云南省,曲靖市,莲藕,,10.0,,元/公斤
云南省,曲靖市,莴笋,,7.0,,元/公斤
云南省,曲靖市,菜花,,6.0,,元/公斤
云南省,曲靖市,菠菜,,15.0,,元/公斤
云南省,曲靖市,西兰花,,9.0,,元/公斤
云南省,曲靖市,西红柿,,8.0,,元/公斤
云南省,曲靖市,豆角,,7.0,,元/公斤
云南省,曲靖市,青椒,,8.0,,元/公斤
云南省,曲靖市,韭菜,,7.0,,元/公斤
云南省,曲靖市,鸡蛋,,8.5,,元/公斤
云南省,曲靖市,黄瓜,,8.0,,元/公斤
云南省,曲靖市,黄豆芽,,4.0,,元/公斤
云南省,楚雄彝族自治州,樱桃西红柿,2.5,3.0,4.0,元/公斤
云南省,楚雄彝族自治州,毛豆,2.0,3.0,4.0,元/公斤
云南省,楚雄彝族自治州,西红柿,2.5,3.3,4.0,元/公斤
云南省,楚雄彝族自治州,鲜食玉米,1.5,2.5,3.2,元/公斤
内蒙古自治区,包头市,冬瓜,2.0,2.0,2.0,元/公斤
内蒙古自治区,包头市,南瓜,2.0,2.0,2.0,元/公斤
内蒙古自治区,包头市,土豆,2.0,2.0,2.0,元/公斤
内蒙古自治区,包头市,大带鱼,36.0,36.0,36.0,元/公斤
内蒙古自治区,包头市,大白菜,1.8,1.8,1.8,元/公斤
内蒙古自治区,包头市,大米,4.2,4.2,4.2,元/公斤
内蒙古自治区,包头市,大葱,2.6,2.6,2.6,元/公斤
内蒙古自治区,包头市,大蒜,12.0,12.0,12.0,元/公斤
内蒙古自治区,包头市,大黄花鱼,32.0,32.0,32.0,元/公斤
内蒙古自治区,包头市,尖椒,4.0,4.0,4.0,元/公斤
内蒙古自治区,包头市,平菇,8.0,8.0,8.0,元/公斤
内蒙古自治区,包头市,梨,7.0,7.0,7.0,元/公斤
内蒙古自治区,包头市,油菜,3.0,3.0,3.0,元/公斤
内蒙古自治区,包头市,洋白菜,1.2,1.2,1.2,元/公斤
内蒙古自治区,包头市,活草鱼,20.0,20.0,20.0,元/公斤
内蒙古自治区,包头市,活鲤鱼,18.0,18.0,18.0,元/公斤
内蒙古自治区,包头市,活鲫鱼,22.0,22.0,22.0,元/公斤
内蒙古自治区,包头市,牛肉,62.0,62.0,62.0,元/公斤
内蒙古自治区,包头市,猪肉(白条猪),24.0,24.0,24.0,元/公斤
内蒙古自治区,包头市,生姜,13.0,13.0,13.0,元/公斤
内蒙古自治区,包头市,生菜,4.0,4.0,4.0,元/公斤
内蒙古自治区,包头市,白条鸡,22.0,22.0,22.0,元/公斤
内蒙古自治区,包头市,白萝卜,1.6,1.6,1.6,元/公斤
内蒙古自治区,包头市,羊肉,49.0,49.0,49.0,元/公斤
内蒙古自治区,包头市,胡萝卜,2.0,2.0,2.0,元/公斤
内蒙古自治区,包头市,芋头,2.0,2.0,2.0,元/公斤
内蒙古自治区,包头市,芹菜,4.0,4.0,4.0,元/公斤
内蒙古自治区,包头市,苹果,8.6,8.6,8.6,元/公斤
内蒙古自治区,包头市,茄子,1.6,1.6,1.6,元/公斤
内蒙古自治区,包头市,茴香,6.0,6.0,6.0,元/公斤
内蒙古自治区,包头市,茼蒿,3.4,3.4,3.4,元/公斤
内蒙古自治区,包头市,莲藕,7.0,7.0,7.0,元/公斤
内蒙古自治区,包头市,莴笋,2.8,2.8,2.8,元/公斤
内蒙古自治区,包头市,菜花,5.4,5.4,5.4,元/公斤
内蒙古自治区,包头市,菠菜,8.0,8.0,8.0,元/公斤
内蒙古自治区,包头市,葱头,1.8,1.8,1.8,元/公斤
内蒙古自治区,包头市,蒜薹,10.0,10.0,10.0,元/公斤
内蒙古自治区,包头市,西兰花,7.0,7.0,7.0,元/公斤
内蒙古自治区,包头市,西红柿,3.0,3.0,3.0,元/公斤
内蒙古自治区,包头市,西葫芦,2.0,2.0,2.0,元/公斤
内蒙古自治区,包头市,豆角,6.0,6.0,6.0,元/公斤
内蒙古自治区,包头市,青椒,3.2,3.2,3.2,元/公斤
内蒙古自治区,包头市,面粉,3.2,3.2,3.2,元/公斤
内蒙古自治区,包头市,韭菜,4.0,4.0,4.0,元/公斤
内蒙古自治区,包头市,香菇,14.0,14.0,14.0,元/公斤
内蒙古自治区,包头市,香菜,10.0,10.0,10.0,元/公斤
内蒙古自治区,包头市,香蕉,5.0,5.0,5.0,元/公斤
内蒙古自治区,包头市,鸡蛋,7.8,7.8,7.8,元/公斤
内蒙古自治区,包头市,黄瓜,4.0,4.0,4.0,元/公斤
内蒙古自治区,呼和浩特市,丝瓜,11.6,12.0,13.0,元/公斤
内蒙古自治区,呼和浩特市,光皮黄瓜,10.4,10.6,12.0,元/公斤
内蒙古自治区,呼和浩特市,冬瓜,1.8,1.8,2.2,元/公斤
内蒙古自治区,呼和浩特市,南瓜,2.2,2.7,3.0,元/公斤
内蒙古自治区,呼和浩特市,土豆,1.35,1.6,2.2,元/公斤
内蒙古自治区,呼和浩特市,大带鱼,36.0,38.0,40.0,元/公斤
内蒙古自治区,呼和浩特市,大白菜,1.35,1.5,1.55,元/公斤
内蒙古自治区,呼和浩特市,大米,6.0,7.0,7.5,元/公斤
内蒙古自治区,呼和浩特市,大葱,1.85,2.0,2.2,元/公斤
内蒙古自治区,呼和浩特市,大蒜,6.9,7.5,9.8,元/公斤
内蒙古自治区,呼和浩特市,大黄花鱼,46.0,50.0,54.0,元/公斤
内蒙古自治区,呼和浩特市,富士苹果,12.0,16.0,18.0,元/公斤
内蒙古自治区,呼和浩特市,小白菜,4.8,5.0,6.0,元/公斤
内蒙古自治区,呼和浩特市,小葱,6.4,6.6,7.6,元/公斤
内蒙古自治区,呼和浩特市,尖椒,2.4,4.0,4.6,元/公斤
内蒙古自治区,呼和浩特市,山药,5.0,6.0,11.0,元/公斤
内蒙古自治区,呼和浩特市,巨峰葡萄,14.0,15.0,16.0,元/公斤
内蒙古自治区,呼和浩特市,平菇,5.5,8.5,10.0,元/公斤
内蒙古自治区,呼和浩特市,心里美萝卜,3.0,3.4,3.6,元/公斤
内蒙古自治区,呼和浩特市,杏鲍菇,6.0,7.0,8.0,元/公斤
内蒙古自治区,呼和浩特市,樱桃西红柿,6.0,7.0,8.0,元/公斤
内蒙古自治区,呼和浩特市,毛豆,6.8,7.0,8.0,元/公斤
内蒙古自治区,呼和浩特市,油菜,3.1,3.5999999999999996,3.9,元/公斤
内蒙古自治区,呼和浩特市,油麦菜,5.0,5.4,6.0,元/公斤
内蒙古自治区,呼和浩特市,洋白菜,1.4,2.2,2.6,元/公斤
内蒙古自治区,呼和浩特市,活草鱼,21.0,22.0,23.0,元/公斤
内蒙古自治区,呼和浩特市,活鲤鱼,15.0,16.0,17.0,元/公斤
内蒙古自治区,呼和浩特市,活鲫鱼,19.0,20.0,22.0,元/公斤
内蒙古自治区,呼和浩特市,牛肉,60.0,63.0,65.0,元/公斤
内蒙古自治区,呼和浩特市,猪肉,21.0,22.0,26.0,元/公斤
内蒙古自治区,呼和浩特市,猪肉(白条猪),21.0,21.75,29.0,元/公斤
内蒙古自治区,呼和浩特市,甘蓝,2.2,2.4,3.0,元/公斤
内蒙古自治区,呼和浩特市,生姜,8.5,9.2,10.3,元/公斤
内蒙古自治区,呼和浩特市,生菜,3.3,4.0,4.5,元/公斤
内蒙古自治区,呼和浩特市,白条鸡,20.0,21.5,22.0,元/公斤
内蒙古自治区,呼和浩特市,白萝卜,1.5,1.7000000000000002,1.9,元/公斤
内蒙古自治区,呼和浩特市,红萝卜,8.6,9.0,10.0,元/公斤
内蒙古自治区,呼和浩特市,羊肉,56.0,59.0,61.0,元/公斤
内蒙古自治区,呼和浩特市,胡萝卜,1.6,1.8,2.5,元/公斤
内蒙古自治区,呼和浩特市,芋头,9.8,10.0,11.0,元/公斤
内蒙古自治区,呼和浩特市,芦笋,17.0,18.0,20.0,元/公斤
内蒙古自治区,呼和浩特市,花生油,28.0,29.0,30.0,元/公斤
内蒙古自治区,呼和浩特市,芹菜,3.1,3.4,3.6,元/公斤
内蒙古自治区,呼和浩特市,苦瓜,6.8,7.0,8.0,元/公斤
内蒙古自治区,呼和浩特市,茄子,1.7,2.1,3.3,元/公斤
内蒙古自治区,呼和浩特市,茭白,11.8,12.0,13.0,元/公斤
内蒙古自治区,呼和浩特市,茶树菇,10.8,11.0,12.0,元/公斤
内蒙古自治区,呼和浩特市,茼蒿,8.8,9.0,10.0,元/公斤
内蒙古自治区,呼和浩特市,莲藕,9.8,9.5,11.0,元/公斤
内蒙古自治区,呼和浩特市,莴笋,3.3,3.8,4.2,元/公斤
内蒙古自治区,呼和浩特市,菜花,5.3,5.8,7.1,元/公斤
内蒙古自治区,呼和浩特市,菠菜,10.0,10.6,11.5,元/公斤
内蒙古自治区,呼和浩特市,菠萝,7.8,8.0,10.0,元/公斤
内蒙古自治区,呼和浩特市,葱头,1.1,1.25,1.5,元/公斤
内蒙古自治区,呼和浩特市,蒜苗,7.4,7.6,9.0,元/公斤
内蒙古自治区,呼和浩特市,蒜薹,7.7,8.8,10.0,元/公斤
内蒙古自治区,呼和浩特市,西洋芹,3.8,4.0,5.0,元/公斤
内蒙古自治区,呼和浩特市,西瓜,6.0,7.0,8.0,元/公斤
内蒙古自治区,呼和浩特市,西红柿,2.8,3.5,4.1,元/公斤
内蒙古自治区,呼和浩特市,西葫芦,3.0,3.1,3.4,元/公斤
内蒙古自治区,呼和浩特市,调和油,11.2,12.0,12.6,元/公斤
内蒙古自治区,呼和浩特市,豆角,4.5,7.0,8.0,元/公斤
内蒙古自治区,呼和浩特市,豇豆,6.4,6.6,7.6,元/公斤
内蒙古自治区,呼和浩特市,金针菇,2.6,3.0,3.6,元/公斤
内蒙古自治区,呼和浩特市,青椒,3.2,3.6,4.1,元/公斤
内蒙古自治区,呼和浩特市,面粉,5.6,6.0,6.6,元/公斤
内蒙古自治区,呼和浩特市,韭菜,3.0,3.2,4.5,元/公斤
内蒙古自治区,呼和浩特市,香菇,9.0,11.5,13.0,元/公斤
内蒙古自治区,呼和浩特市,香蕉,9.0,9.6,10.0,元/公斤
内蒙古自治区,呼和浩特市,鸡蛋,7.4,7.5,8.6,元/公斤
内蒙古自治区,呼和浩特市,鸭梨,6.8,7.0,8.0,元/公斤
内蒙古自治区,呼和浩特市,黄瓜,2.6,3.0,3.7,元/公斤
内蒙古自治区,鄂尔多斯市,冬瓜,2.8,3.0,3.2,元/公斤
内蒙古自治区,鄂尔多斯市,南瓜,2.8,3.0,3.2,元/公斤
内蒙古自治区,鄂尔多斯市,土豆,1.6,1.8,2.0,元/公斤
内蒙古自治区,鄂尔多斯市,大白菜,1.2,1.6,1.8,元/公斤
内蒙古自治区,鄂尔多斯市,大葱,2.8,3.0,3.2,元/公斤
内蒙古自治区,鄂尔多斯市,大蒜,9.8,10.0,10.2,元/公斤
内蒙古自治区,鄂尔多斯市,富士苹果,9.0,10.0,10.2,元/公斤
内蒙古自治区,鄂尔多斯市,巨峰葡萄,9.0,10.0,11.0,元/公斤
内蒙古自治区,鄂尔多斯市,平菇,9.0,10.0,10.2,元/公斤
内蒙古自治区,鄂尔多斯市,油菜,4.8,5.0,5.2,元/公斤
内蒙古自治区,鄂尔多斯市,牛肉,61.0,62.0,64.0,元/公斤
内蒙古自治区,鄂尔多斯市,猪肉(白条猪),19.0,19.5,20.0,元/公斤
内蒙古自治区,鄂尔多斯市,生姜,9.0,10.0,10.2,元/公斤
内蒙古自治区,鄂尔多斯市,生菜,8.0,8.6,9.0,元/公斤
内蒙古自治区,鄂尔多斯市,白萝卜,1.4,1.6,2.0,元/公斤
内蒙古自治区,鄂尔多斯市,羊肉,49.0,50.0,52.0,元/公斤
内蒙古自治区,鄂尔多斯市,胡萝卜,2.8,3.0,3.2,元/公斤
内蒙古自治区,鄂尔多斯市,芹菜,4.8,5.0,5.2,元/公斤
内蒙古自治区,鄂尔多斯市,茄子,3.8,4.0,4.2,元/公斤
内蒙古自治区,鄂尔多斯市,莲藕,9.8,10.0,10.2,元/公斤
内蒙古自治区,鄂尔多斯市,莴笋,5.8,6.0,6.2,元/公斤
内蒙古自治区,鄂尔多斯市,菜花,7.8,8.0,8.2,元/公斤
内蒙古自治区,鄂尔多斯市,菠菜,14.0,14.2,15.0,元/公斤
内蒙古自治区,鄂尔多斯市,菠萝,4.8,5.0,6.0,元/公斤
内蒙古自治区,鄂尔多斯市,葱头,1.8,2.0,2.2,元/公斤
内蒙古自治区,鄂尔多斯市,西瓜,2.0,2.4,2.8,元/公斤
内蒙古自治区,鄂尔多斯市,西红柿,4.8,5.0,5.2,元/公斤
内蒙古自治区,鄂尔多斯市,西葫芦,4.8,5.0,5.2,元/公斤
内蒙古自治区,鄂尔多斯市,豆角,7.8,8.0,8.2,元/公斤
内蒙古自治区,鄂尔多斯市,青椒,5.8,6.0,6.2,元/公斤
内蒙古自治区,鄂尔多斯市,韭菜,3.8,4.0,4.2,元/公斤
内蒙古自治区,鄂尔多斯市,香蕉,6.4,6.8,7.0,元/公斤
内蒙古自治区,鄂尔多斯市,鸡蛋,7.8,8.0,9.0,元/公斤
内蒙古自治区,鄂尔多斯市,鸭梨,4.8,5.0,5.2,元/公斤
内蒙古自治区,鄂尔多斯市,黄瓜,4.8,5.0,5.2,元/公斤
北京市,北京市,一级豆油(散装),8.96,9.05,9.14,元/公斤
北京市,北京市,丝瓜,5.666666666666667,6.833333333333333,8.333333333333334,元/公斤
北京市,北京市,人参果,18.0,18.5,19.0,元/公斤
北京市,北京市,冬枣,29.0,32.0,33.0,元/公斤
北京市,北京市,冬瓜,1.175,1.475,1.7249999999999999,元/公斤
北京市,北京市,冬笋,12.4,12.6,13.0,元/公斤
北京市,北京市,南瓜,2.066666666666667,2.2666666666666666,3.1666666666666665,元/公斤
北京市,北京市,哈密瓜,4.0,4.2,6.0,元/公斤
北京市,北京市,国光苹果,6.0,7.0,8.0,元/公斤
北京市,北京市,圆茄子,2.2,2.4,2.6,元/公斤
北京市,北京市,土豆,1.625,2.025,2.525,元/公斤
北京市,北京市,大带鱼,40.0,46.0,52.0,元/公斤
北京市,北京市,大白菜,1.1,1.3,1.5999999999999999,元/公斤
北京市,北京市,大米,5.3,5.4,5.5,元/公斤
北京市,北京市,大葱,2.2,2.425,2.65,元/公斤
北京市,北京市,大蒜,7.15,8.725,9.85,元/公斤
北京市,北京市,大黄花鱼,43.0,44.0,45.0,元/公斤
北京市,北京市,富士苹果,8.1,9.55,10.8,元/公斤
北京市,北京市,小白菜,4.333333333333333,4.8,5.333333333333333,元/公斤
北京市,北京市,小葱,4.5,5.6,6.3,元/公斤
北京市,北京市,尖椒,3.3333333333333335,4.8999999999999995,6.533333333333334,元/公斤
北京市,北京市,山楂,16.0,17.0,18.0,元/公斤
北京市,北京市,山药,7.0,7.766666666666667,8.533333333333333,元/公斤
北京市,北京市,巨峰葡萄,8.0,10.0,12.0,元/公斤
北京市,北京市,平菇,6.5,7.375,8.25,元/公斤
北京市,北京市,心里美萝卜,2.0,2.2,2.4,元/公斤
北京市,北京市,木瓜,13.0,13.7,14.5,元/公斤
北京市,北京市,杏鲍菇,5.5,6.5,7.5,元/公斤
北京市,北京市,杨桃,22.0,23.0,24.5,元/公斤
北京市,北京市,柚子,7.0,8.0,9.0,元/公斤
北京市,北京市,柠檬,10.0,12.0,14.0,元/公斤
北京市,北京市,桂鱼,66.0,68.0,70.0,元/公斤
北京市,北京市,梨,3.2,3.6,4.0,元/公斤
北京市,北京市,椰子,10.0,10.5,11.0,元/公斤
北京市,北京市,榴莲,47.0,48.0,49.0,元/公斤
北京市,北京市,樱桃,50.0,51.0,52.0,元/公斤
北京市,北京市,橘、柑,10.0,11.0,12.0,元/公斤
北京市,北京市,毛豆,10.1,11.1,12.1,元/公斤
北京市,北京市,油菜,3.6,4.233333333333333,5.133333333333334,元/公斤
北京市,北京市,油麦菜,7.6000000000000005,8.0,8.4,元/公斤
北京市,北京市,洋白菜,1.5999999999999999,1.8333333333333333,2.1666666666666665,元/公斤
北京市,北京市,活草鱼,18.25,19.75,21.3,元/公斤
北京市,北京市,活鲤鱼,13.3,14.1,14.9,元/公斤
北京市,北京市,活鲫鱼,23.75,28.5,30.75,元/公斤
北京市,北京市,牛肉,56.475,57.2875,58.1,元/公斤
北京市,北京市,特小凤西瓜,5.6,5.8,6.0,元/公斤
北京市,北京市,猕猴桃,11.8,14.15,17.5,元/公斤
北京市,北京市,猪前腿肌肉,15.0,16.0,17.0,元/公斤
北京市,北京市,猪后腿肌肉,15.0,16.0,17.0,元/公斤
北京市,北京市,猪大排肌肉,19.0,21.0,23.0,元/公斤
北京市,北京市,猪心,13.0,13.0,13.0,元/公斤
北京市,北京市,猪肉(白条猪),16.166666666666668,16.866666666666664,17.533333333333335,元/公斤
北京市,北京市,猪肚,36.0,36.0,36.0,元/公斤
北京市,北京市,猪肝,9.0,9.5,10.0,元/公斤
北京市,北京市,猪肺,4.0,4.5,5.0,元/公斤
北京市,北京市,玉米,2.7,2.8,2.9,元/公斤
北京市,北京市,甜橙,10.0,10.5,11.0,元/公斤
北京市,北京市,生姜,7.25,8.8,10.5,元/公斤
北京市,北京市,生菜,3.025,3.75,4.65,元/公斤
北京市,北京市,白条鸡,12.5925,14.4175,16.2425,元/公斤
北京市,北京市,白梨,5.4,5.6,6.3,元/公斤
北京市,北京市,白萝卜,1.1,1.275,1.5,元/公斤
北京市,北京市,白鲢活鱼,7.666666666666667,8.133333333333333,8.666666666666666,元/公斤
北京市,北京市,空心菜,6.0,6.5,7.0,元/公斤
北京市,北京市,红小豆,12.0,13.0,14.0,元/公斤
北京市,北京市,红毛丹,59.0,62.0,65.0,元/公斤
北京市,北京市,绿豆,12.0,12.5,13.0,元/公斤
北京市,北京市,绿豆芽,1.7666666666666666,1.9000000000000001,2.066666666666667,元/公斤
北京市,北京市,网纹瓜,5.800000000000001,8.1,10.0,元/公斤
北京市,北京市,羊肉,46.75,46.925,47.15,元/公斤
北京市,北京市,肥膘,8.0,8.5,9.0,元/公斤
北京市,北京市,胡萝卜,1.525,1.8625,2.175,元/公斤
北京市,北京市,脐橙,9.0,10.0,11.5,元/公斤
北京市,北京市,色拉油,9.0,9.8,10.0,元/公斤
北京市,北京市,芋头,7.0,7.4,8.0,元/公斤
北京市,北京市,芒果,11.34,11.34,11.34,元/公斤
北京市,北京市,芒果(台农一号),8.0,10.0,12.0,元/公斤
北京市,北京市,花生油,25.93,26.35,26.759999999999998,元/公斤
北京市,北京市,花鲢活鱼,16.5,17.2,18.0,元/公斤
北京市,北京市,芹菜,3.15,3.875,4.5,元/公斤
北京市,北京市,苋菜,6.0,7.0,8.0,元/公斤
北京市,北京市,苦瓜,4.25,4.55,4.85,元/公斤
北京市,北京市,茄子,3.1,3.9,4.9,元/公斤
北京市,北京市,茴香,5.5,6.0,7.0,元/公斤
北京市,北京市,茼蒿,14.0,15.0,16.0,元/公斤
北京市,北京市,荔枝,16.0,17.0,18.0,元/公斤
北京市,北京市,荷兰豆,12.666666666666666,13.666666666666666,14.666666666666666,元/公斤
北京市,北京市,莲藕,5.666666666666667,6.966666666666666,8.333333333333334,元/公斤
北京市,北京市,莴笋,2.1,2.775,3.4,元/公斤
